groupID,sub_id,group_cond,ind_cond,img,rate,txt
id-bvwuk-2999-2,A1FM7IRF55PMCD,motivation,target,1,6,Baby has barely survived. Love and medical attention will get them through this.
id-bvwuk-2999-2,A2P2D1GG7ZABV2,motivation,target,1,6,newborn baby with issues
id-fjoxq-2998-8,A1MP14EXTCXWRT,motivation,target,1,2,looks premature birth but it will be taken care of well by the doctors
id-fjoxq-2998-8,A2LKGF193ZR5JP,motivation,target,1,2,Poor baby he was born premature
id-uwffo-13-5,A2FUF8Z8WCFAR2,motivation,target,1,5,New life in the world  Ruff start t
id-uwffo-13-5,A36TE52PSYAAD6,motivation,target,1,2,not sure what's going on here but the infant seems to be getting medical help
id-uwffo-13-5,A39BIGZ0L59WLV,motivation,target,1,2,A beautiful moment of a child entering the world.
empty-50,A11FHRIUGW7NFB,control,control,2,6,He looks in distress and I want to provide aide for him or any assistance
empty-50,A32K4W6B31XWVR,control,control,2,6,It looks like this person is doing drugs. I feel bad for him.
empty-50,A39C60IA4WVVJP,control,control,2,7,"I feel bad for his friend and family, I wish I could help all persons struggling"
id-bvwuk-3000-1,A17VJGXGBNEL9E,control,control,2,1,Looks like a loser drug addict getting high. No sympathy !  Not an ounce
id-bvwuk-3000-1,A1RRMINTJ8BHKG,control,control,2,2,This person looks drugged up. He looks like he needs help
id-bvwuk-3000-1,A29YZM94SCN4A6,control,control,2,2,"Addiction is a terrible path for people to go down, hope this man gets help."
id-bvwuk-3000-1,A3W3FYGMP7VLKZ,control,control,2,2,"This man looks like a junky and I have no sympathy for whatever pain he is trying to escape, I hope he overdoses."
id-bvwuk-3000-1,AH4F86UVP4C54,control,control,2,8,Looks like he is taking drugs. Sad life but it is his choice.
id-bvwuk-3000-1,AOSO1D81K0ET0,control,control,2,8,It looks like this man is doing drugs. What a waste of a life. He needs
id-fjoxq-3000-5,A1JMVBYWF4R66N,control,control,2,8,"I feel sad and disgusted, drugs are a horrible thing."
id-fjoxq-3000-5,A363SVHBXKD0MH,control,control,2,3,A poor drug addict I feel bad for him and wish him to get some help.
id-fjoxq-3000-5,A3GDLR6DHXVEH6,control,control,2,4,A wasted life.
id-fjoxq-3000-5,A59YVWT4H3I1U,control,control,2,6,This is pitiful drugs are bad
id-fjoxq-3000-5,A98F21Q0J4SGL,control,control,2,6,This is sad and he needs help. Did he overdose? this is scary as well
id-fjoxq-3000-5,AXCEHD5LQCPZ7,control,control,2,6,I feel bad for this person. They need help and can't get it.
id-ngahz-3000-7,A1HVA6N137E7XH,control,control,2,7,"Oh man, heroin.  Makes me sad."
id-ngahz-3000-7,A1ZC1ZWZ05XYUD,control,control,2,5,heroin addict
id-ngahz-3000-7,A1ZE87WEYCA44A,control,control,2,6,A depressing scene of addiction
id-ngahz-3000-7,A2KHLJ2F58BEZK,control,control,2,5,sad to see someone resort to drugs
id-ngahz-3000-7,AFTSLCMJASJDR,control,control,2,7,So sad and all too common these days.  Sad for him and angry as well.
id-ngahz-3000-7,ASU0JSKLWRQHZ,control,control,2,3,This is sad and demoralizing. I wish he could get help.
id-bvwuk-2999-8,A11FXG88VL23K5,reappraisal,control,2,5,Drug addiction is very sad
id-bvwuk-2999-8,A1B9H14AV44C0G,reappraisal,control,2,5,For pity and a little disgusted by this image.
id-eiwzx-2999-1,A1VMF8BTZ6U299,reappraisal,control,2,6,I'm upset that this person appears to be doing drugs.
id-eiwzx-2999-1,A3GVTW7MWUDHNU,reappraisal,control,2,8,Saddened and wondering what lead this person to this moment.
id-eiwzx-2999-1,ADS2BA4JIYDKE,reappraisal,control,2,10,Sadness that he is killing himself
id-uwffo-1-3,A08218322NEN84JFHLRO8,reappraisal,control,2,8,hopeless for this person drugs are a beast
id-uwffo-1-3,A3GF4PX4V354W,reappraisal,control,2,8,Depressed. Sad to see someone waste their life with drugs
id-uwffo-1-3,AS4OUUE7SS7L9,reappraisal,control,2,2,"I feel numbness for this person, looks like he is strung out on some form of drugs"
id-uwffo-1-4,A8A40TUAXTPGN,reappraisal,control,2,6,Sad how drugs affect so many people. I hope he can get clean.
id-uwffo-9-8,A1O81SOPKHK5RZ,reappraisal,control,2,5,sad that this is the life this man is living. Hopefully he can get help.
id-uwffo-9-8,A2GXS7E934VJQ1,reappraisal,control,2,2,I feel sad that he is struggling with addiction
id-uwffo-9-8,ANB7YEFIP22DI,reappraisal,control,2,7,he looks like drug addict
id-bvwuk-2999-8,A30UPXL0E3RY9I,reappraisal,reapp,2,1,a scene from a movie
id-eiwzx-2999-1,A2QXNIG0GVVXLG,reappraisal,reapp,2,5,Hope that man gets some help in that place.
id-uwffo-1-3,A2NP5W2A5EWT8V,reappraisal,reapp,2,6,A druggy but he will find help I am hopeful
id-uwffo-1-4,A1CYBYGWLZI29A,reappraisal,reapp,2,5,This guy looks tired.
id-uwffo-1-4,A1JWKT0IS06YKL,reappraisal,reapp,2,2,"tiny baby is getting his first bath, how sweet."
id-uwffo-1-4,A1JWKT0IS06YKL,reappraisal,reapp,2,2,hopefully he can get into rehab soon
id-uwffo-9-8,A2UVD05SNXJBTF,reappraisal,reapp,2,3,There are great rehabilitation programs that can get him through this
id-uwffo-9-8,A4FCEO6DF59YB,reappraisal,reapp,2,9,FEEL MISTRY
id-bbyjt-2997-3,A1A6UVH1CCP8CD,reappraisal & motivation,control,2,4,This man looks like he is suffering an addiction. He needs help.
id-bbyjt-2997-3,AFTFOBESP6XUB,reappraisal & motivation,control,2,6,Compassion...looks like a man who is struggling with addiction.
id-eiwzx-2998-2,A2KJJOAH2Z1D6X,reappraisal & motivation,control,2,5,drug use is unfortunate
id-eiwzx-2998-2,A49WTQG4MBT9Z,reappraisal & motivation,control,2,6,They look like they use drugs and are suffering from addiction.
id-rppnn-2999-3,A307K1CZXGBN4L,reappraisal & motivation,control,2,3,Despair and anger and helplessness.
id-rppnn-2999-3,A3D7JEGMSYKCUJ,reappraisal & motivation,control,2,5,High on drugs. Sad that there are so many in America
id-uwffo-14-8,A14F6ZMFA960GN,reappraisal & motivation,control,2,7,Wish he chose a better path for his life.
id-uwffo-14-8,A1IK5L733Q9JV,reappraisal & motivation,control,2,6,This person is doing drugs. How awful it must be to live like this.
id-uwffo-15-1,A1THZXYBYAZUZA,reappraisal & motivation,control,2,9,I think he is a prison and I felt sad for his.
id-uwffo-15-1,A39H3N3KXHVTJU,reappraisal & motivation,control,2,7,"Heroin addict, he will most likely die from his addiction."
id-bbyjt-2997-3,A1PAR1TMKFPKQE,reappraisal & motivation,reapp_target,2,3,Drug addiction is
id-eiwzx-2998-2,A1UG9D6DY5EWLK,reappraisal & motivation,reapp_target,2,4,setback relaxed
id-eiwzx-2998-2,A1VHQ3KL3P4T4H,reappraisal & motivation,reapp_target,2,1,Grant me the serenity to change
id-rppnn-2999-3,A1RKGN3VY39TM1,reappraisal & motivation,reapp_target,2,4,"This person appears to be in a clean environment, at least."
id-rppnn-2999-3,A32NU3SVREAZXY,reappraisal & motivation,reapp_target,2,3,He'll
id-uwffo-14-8,A2393RWZXRWLKI,reappraisal & motivation,reapp_target,2,1,This man is taking a nap aganist a wall probably getting much needed sleep
id-uwffo-14-8,A3G7QQTQIKYI2O,reappraisal & motivation,reapp_target,2,NA,This suy was addicted to drugs and feels
id-uwffo-14-8,AKJLAFX2M86TP,reappraisal & motivation,reapp_target,2,10,it is tne very bed damaging
id-uwffo-15-1,A347R00883IQOU,reappraisal & motivation,reapp_target,2,3,Maybe he is asleep after insulin shot
id-uwffo-15-1,A3OXPEEM9SJ5M4,reappraisal & motivation,reapp_target,2,NA,is man boys feeling sad
id-bbyjt-2996-1,A2PKNE8KM0M324,motivation,control,2,10,drugs are a terrible thing and he looks addicted to whatever he is using he needs some help by someone ASAP!
id-bbyjt-2996-1,A5KU3E96BTL5V,motivation,control,2,NA,my dude needs some help
id-bbyjt-2996-1,AOI8O750GN2HS,motivation,control,2,10,Heroine is one helluva drug. Hope he learned his lesson. RIP
id-bvwuk-2997-8,ACRWPI9M4PQZK,motivation,control,2,7,So sad to see. Looks like it could be an overdose. Hope he can get help. He doesn't lo
id-bvwuk-2999-2,A1MKEILXWWLBW2,motivation,control,2,7,"Drugs destroy your soul, don"
id-bvwuk-2999-2,A3492HL94OVDR5,motivation,control,2,5,The pain of addiction. Sad.
id-bvwuk-2999-2,A360YPKITDW0PV,motivation,control,2,7,sad way of life
id-fjoxq-2998-8,A18W4LA9HEQ0W6,motivation,control,2,7,"loneliness, sad self-loathing, giving up"
id-fjoxq-2998-8,A1HK7CR71C8BCA,motivation,control,2,6,"Cold out, wasted..."
id-fjoxq-2998-8,A3NAHN61XJ3ZAT,motivation,control,2,5,"That man looks like he is doing drugs.  That is sad, but such an awful reality.  I feel bad for him."
id-uwffo-13-5,A22RU4Z2JPRP1U,motivation,control,2,7,acsent d
id-uwffo-13-5,A22RU4Z2JPRP1U,motivation,control,2,10,acsent d
id-uwffo-13-5,A22RU4Z2JPRP1U,motivation,control,2,8,sleeping
id-uwffo-13-5,A9IPAROGKKDY9,motivation,control,2,3,He looks wasted.  Probably an overdose
id-bbyjt-2996-1,A2R76CKAHFJ6JM,motivation,target,2,5,This guy looks to be on drugs and messed up bad
id-bbyjt-2996-1,A3LOBI8KGKM59C,motivation,target,2,2,What a miracle. Thankgoodness for modern medicine
id-bbyjt-2996-1,A3LOBI8KGKM59C,motivation,target,2,4,If his heart is beating there's still time to save this man.
id-bbyjt-2996-1,A5P78B8P70TOJ,motivation,target,2,9,He is out.
id-bvwuk-2997-8,A11244HS4DZOVL,motivation,target,2,2,"This could be worse, he could be overdosed and dead. Maybe he needs to make better life choices."
id-bvwuk-2997-8,AQUOS2XZESNXB,motivation,target,2,3,Not a good thing to be doing.  This man needs help asap.
id-bvwuk-2999-2,A1FM7IRF55PMCD,motivation,target,2,7,Doped up. Probably on his way to dying.
id-bvwuk-2999-2,A2P2D1GG7ZABV2,motivation,target,2,7,Guy overdosing on heroin
id-fjoxq-2998-8,A1MP14EXTCXWRT,motivation,target,2,5,this is someone at their worst. i feel disappointed and sad. they can still change their future though.
id-fjoxq-2998-8,A2LKGF193ZR5JP,motivation,target,2,2,more anger cause drugs m
id-fjoxq-2998-8,AQIKEPO11LE5A,motivation,target,2,7,very  sadlooking of
id-fjoxq-2998-8,AQIKEPO11LE5A,motivation,target,2,8,Very bad behaviur
id-uwffo-13-5,A2FUF8Z8WCFAR2,motivation,target,2,6,Sad to see a human in such circumstances always hope
id-uwffo-13-5,A36TE52PSYAAD6,motivation,target,2,7,drugs are just about the saddest thing on this earth
id-uwffo-13-5,A39BIGZ0L59WLV,motivation,target,2,3,Very sad photo of an addict. Hopefully he is now clean.
empty-50,A11FHRIUGW7NFB,control,control,3,7,He is panicking and I am afraid for him
empty-50,A32K4W6B31XWVR,control,control,3,3,It looks like this person is in pain.
empty-50,A39C60IA4WVVJP,control,control,3,7,I feel scared and claustrophobic. Frightening
id-bvwuk-3000-1,A17VJGXGBNEL9E,control,control,3,1,This looks like something in someones imagination . Zero negative feeling
id-bvwuk-3000-1,A1RRMINTJ8BHKG,control,control,3,6,This person looks so afraid. I would feel scared to with his facial expression of somthing bad happening
id-bvwuk-3000-1,A29YZM94SCN4A6,control,control,3,6,"Not sure what is going on with this man, hope he is not in pain."
id-bvwuk-3000-1,A3W3FYGMP7VLKZ,control,control,3,2,I wonder what caused the fear this person is feeling and what in general is going on here
id-bvwuk-3000-1,AH4F86UVP4C54,control,control,3,NA,He looks like he is stuck in some sort of place. Maybe dying
id-bvwuk-3000-1,AOSO1D81K0ET0,control,control,3,4,Anyone screaming needs help of some kind. I wish I could help this person.
id-fjoxq-3000-5,A1JMVBYWF4R66N,control,control,3,3,"he looks crazy, im kinda scared"
id-fjoxq-3000-5,A363SVHBXKD0MH,control,control,3,4,"somebody is stuck in something, looks lke distress hopefully they are just acting"
id-fjoxq-3000-5,A3GDLR6DHXVEH6,control,control,3,3,not sure what's going on here.
id-fjoxq-3000-5,A59YVWT4H3I1U,control,control,3,5,something terrible has scared this person
id-fjoxq-3000-5,A98F21Q0J4SGL,control,control,3,9,what is going on.
id-ngahz-3000-7,A1HVA6N137E7XH,control,control,3,1,Looks like a scene from a movie.
id-ngahz-3000-7,A1ZC1ZWZ05XYUD,control,control,3,1,movie? concert? hallucinating?
id-ngahz-3000-7,A1ZE87WEYCA44A,control,control,3,2,This is fearful.
id-ngahz-3000-7,A2KHLJ2F58BEZK,control,control,3,6,can only image what would scare someone like that
id-ngahz-3000-7,AFTSLCMJASJDR,control,control,3,4,someone who is trapped and screaming to be freed.  Awful.  Scary.
id-ngahz-3000-7,ASU0JSKLWRQHZ,control,control,3,4,I am scared for this person because they look frightened trap
id-uwffo-1-1,A28G4QO0DRY8OZ,control,control,3,2,This person looks like they are in excruciating pain! Oh no! I feel horrible looking at this!!
id-uwffo-1-1,A2D0BAMF8ROG4N,control,control,3,NA,I don't feel any particular way towards this. It's just weird. Like someone is high and seeing this.
id-uwffo-1-1,A2XVL0RNQMWI17,control,control,3,8,I don't feel much. I am unsure what's happening in this picture.
id-uwffo-1-1,A3AJR1PM02424Y,control,control,3,NA,Is he playing around? I can't tell but he looks scared
id-bvwuk-2999-8,A11FXG88VL23K5,reappraisal,control,3,4,This guy looks scared I feel bad he must be trapped
id-bvwuk-2999-8,A1B9H14AV44C0G,reappraisal,control,3,6,"I am worried about this person, feels like he is in danger or trapped."
id-eiwzx-2999-1,A1VMF8BTZ6U299,reappraisal,control,3,1,Looks like this man may be in distress. Unsure so I feel neutral.
id-eiwzx-2999-1,A3GVTW7MWUDHNU,reappraisal,control,3,2,Sad this person appears stuck somewhere but.also could be a concert who knows.
id-eiwzx-2999-1,ADS2BA4JIYDKE,reappraisal,control,3,7,Fear of what is after him
id-uwffo-1-3,A08218322NEN84JFHLRO8,reappraisal,control,3,6,hopeful yealling to cope with li
id-uwffo-1-3,A3GF4PX4V354W,reappraisal,control,3,5,Scaree. Trying to scream for help from some weird room
id-uwffo-1-3,AS4OUUE7SS7L9,reappraisal,control,3,1,"I feel slightly fearful for this person, again looks like a movie actor."
id-uwffo-1-4,A8A40TUAXTPGN,reappraisal,control,3,1,Seems to be from a movie...hmmm.
id-uwffo-9-8,A1O81SOPKHK5RZ,reappraisal,control,3,1,Looks like a movie poster. Cool.
id-uwffo-9-8,A2GXS7E934VJQ1,reappraisal,control,3,1,This looks like an artistic photo and does not have neg
id-uwffo-9-8,ANB7YEFIP22DI,reappraisal,control,3,7,the man is screaming
id-bvwuk-2999-8,A30UPXL0E3RY9I,reappraisal,reapp,3,2,looks like a scene from a movie
id-bvwuk-2999-8,A372RONRIOLZM4,reappraisal,reapp,3,3,This looks like a rock singer
id-eiwzx-2999-1,A2QXNIG0GVVXLG,reappraisal,reapp,3,1,This person looks like they are happy at a party. This makes me happy for them.
id-uwffo-1-3,A2NP5W2A5EWT8V,reappraisal,reapp,3,7,Surprised and somewhat terrified.
id-uwffo-1-4,A1CYBYGWLZI29A,reappraisal,reapp,3,3,Looks like a movie scene.
id-uwffo-1-4,A1JWKT0IS06YKL,reappraisal,reapp,3,4,firemen saving someone from a fire
id-uwffo-1-4,A1JWKT0IS06YKL,reappraisal,reapp,3,1,"it is so cold out, he can see his breath."
id-uwffo-9-8,A2UVD05SNXJBTF,reappraisal,reapp,3,1,This looks like an artistic photoshoot. The exposure is really neat.
id-uwffo-9-8,A4FCEO6DF59YB,reappraisal,reapp,3,10,FEEL BAD
id-bbyjt-2997-3,A1A6UVH1CCP8CD,reappraisal & motivation,control,3,3,This has to be a scene from a movie. it looks fake.
id-bbyjt-2997-3,AFTFOBESP6XUB,reappraisal & motivation,control,3,NA,"Horror, someone is clearly doing everything they can to escape a situation."
id-eiwzx-2998-2,A2KJJOAH2Z1D6X,reappraisal & motivation,control,3,1,it seems performative? Not sure what this guy is doing...
id-eiwzx-2998-2,A49WTQG4MBT9Z,reappraisal & motivation,control,3,2,I'm not sure what they're suffering from but it doesn't look good.
id-rppnn-2999-3,A307K1CZXGBN4L,reappraisal & motivation,control,3,4,Pain.  Excruciating pain.
id-rppnn-2999-3,A3D7JEGMSYKCUJ,reappraisal & motivation,control,3,5,Lots of fear but why I can't see.
id-uwffo-14-8,A14F6ZMFA960GN,reappraisal & motivation,control,3,4,Not sure what is happening but maybe he's stuck?
id-uwffo-14-8,A1IK5L733Q9JV,reappraisal & motivation,control,3,2,I have no idea what is going on here.
id-uwffo-15-1,A39H3N3KXHVTJU,reappraisal & motivation,control,3,7,A person who is terrified and screaming for help and trapped.
id-bbyjt-2997-3,A1PAR1TMKFPKQE,reappraisal & motivation,reapp_target,3,1,"Wants to get out,  looks b"
id-eiwzx-2998-2,A1VHQ3KL3P4T4H,reappraisal & motivation,reapp_target,3,4,Stuck inside a dome being held captive by aliens
id-rppnn-2999-3,A1RKGN3VY39TM1,reappraisal & motivation,reapp_target,3,2,This image is very interesting and the man looks unharmed.
id-rppnn-2999-3,A32NU3SVREAZXY,reappraisal & motivation,reapp_target,3,1,The new ride at the fair.
id-uwffo-14-8,A2393RWZXRWLKI,reappraisal & motivation,reapp_target,3,2,Another ghost movie poster
id-uwffo-14-8,A3G7QQTQIKYI2O,reappraisal & motivation,reapp_target,3,2,This guy was falling down from heights
id-uwffo-15-1,A347R00883IQOU,reappraisal & motivation,reapp_target,3,2,A scene from a movie
id-bbyjt-2996-1,A2PKNE8KM0M324,motivation,control,3,8,this person is begging and screaming for help the emotion is raw and why does ne need help someone help him!
id-bbyjt-2996-1,A5KU3E96BTL5V,motivation,control,3,1,whoa whats this guy doin some kind of spiritual journey or something
id-bbyjt-2996-1,AOI8O750GN2HS,motivation,control,3,1,"Its a raaaaaaave! Party, party! Rage against the machine"
id-bvwuk-2997-8,ACRWPI9M4PQZK,motivation,control,3,6,That person looks like they are in major pain! What's going on? I'm confused.
id-bvwuk-2999-2,A1MKEILXWWLBW2,motivation,control,3,3,"looks like a bad acid trip, or maybe gernmamnexpresisonism"
id-bvwuk-2999-2,A3492HL94OVDR5,motivation,control,3,3,It seems like he's trapped.
id-bvwuk-2999-2,A360YPKITDW0PV,motivation,control,3,4,anger and agnst
id-fjoxq-2998-8,A18W4LA9HEQ0W6,motivation,control,3,6,"fear and anger, striking out and releasin"
id-fjoxq-2998-8,A1HK7CR71C8BCA,motivation,control,3,9,Let him out!..suffocating feeling
id-fjoxq-2998-8,A3NAHN61XJ3ZAT,motivation,control,3,6,"Oh I fell sorry, that man looks like he is in pain.  It looks like a fire.  How painful."
id-uwffo-13-5,A22RU4Z2JPRP1U,motivation,control,3,9,sacking
id-uwffo-13-5,A9IPAROGKKDY9,motivation,control,3,4,Is he trapped somewhere?  He seems mad
id-bbyjt-2996-1,A2R76CKAHFJ6JM,motivation,target,3,4,I can't imagine what this person is going through. Seems like they are running from something.
id-bbyjt-2996-1,A3LOBI8KGKM59C,motivation,target,3,4,If his heart is beating there's still time to save this man.
